state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,day,month_name,hour,area_type
Uttarakhand,Unknown,2019,February,Sunday,18:06,Serious,1,Car,6,5,Rainy,State Highway,Under Construction,Daylight,Unknown,44,20,Male,Expired,No,Straight Road,Sunday,,,Unknown
Manipur,Unknown,2019,December,Wednesday,18:24,Minor,4,Car,9,2,Foggy,Urban Road,Wet,Dark,Police Checkpost,59,41,Female,Valid,No,Straight Road,Wednesday,,,Unknown
Haryana,Unknown,2020,January,Wednesday,22:36,Fatal,3,Cycle,6,3,Hazy,Urban Road,Under Construction,Dawn,Unknown,32,26,Male,Expired,Yes,Bridge,Wednesday,,,Unknown
Jammu And Kashmir,Unknown,2022,November,Saturday,14:16,Fatal,1,Cycle,6,1,Hazy,Village Road,Wet,Dark,Signals,31,43,Male,Expired,No,Bridge,Saturday,,,Unknown
Mizoram,Unknown,2023,April,Sunday,00:59,Fatal,3,Auto-Rickshaw,8,0,Clear,Urban Road,Damaged,Dusk,Signs,65,19,Female,Expired,Yes,Curve,Sunday,,,Unknown
Manipur,Unknown,2020,April,Monday,16:38,Fatal,2,Two-Wheeler,8,1,Clear,National Highway,Dry,Dark,Signals,93,32,Male,Unknown,No,Bridge,Monday,,,Rural
Andhra Pradesh,Tirupati,2018,November,Monday,09:44,Fatal,1,Pedestrian,3,1,Hazy,Urban Road,Damaged,Dark,Signs,98,22,Female,Expired,No,Straight Road,Monday,,,Unknown
Andhra Pradesh,Vijayawada,2022,December,Friday,06:30,Serious,2,Bus,8,4,Rainy,National Highway,Dry,Dusk,Signals,59,56,Male,Expired,No,Curve,Friday,,,Rural
Andhra Pradesh,Visakhapatnam,2019,October,Monday,12:47,Minor,4,Truck,2,3,Stormy,National Highway,Wet,Dark,Police Checkpost,112,46,Female,Unknown,No,Curve,Monday,,,Rural
Delhi,Rohini,2021,July,Friday,06:50,Serious,1,Truck,0,0,Hazy,Village Road,Wet,Dark,Signs,92,41,Male,Expired,No,Curve,Friday,,,Unknown
Tamil Nadu,Madurai,2021,December,Monday,00:51,Serious,1,Truck,10,3,Rainy,State Highway,Damaged,Dusk,Police Checkpost,30,51,Female,Unknown,Yes,Straight Road,Monday,,,Unknown
Bihar,Unknown,2022,January,Saturday,07:06,Fatal,1,Auto-Rickshaw,9,1,Foggy,Village Road,Damaged,Dark,Signals,32,69,Female,Expired,No,Curve,Saturday,,,Unknown
Kerala,Unknown,2020,December,Sunday,14:53,Fatal,1,Bus,2,5,Hazy,State Highway,Damaged,Daylight,Police Checkpost,96,43,Male,Expired,No,Curve,Sunday,,,Unknown
Delhi,Rohini,2022,January,Wednesday,11:58,Fatal,5,Two-Wheeler,1,4,Hazy,National Highway,Wet,Dark,Unknown,84,21,Female,Unknown,No,Curve,Wednesday,,,Rural
Rajasthan,Udaipur,2021,June,Sunday,12:23,Minor,1,Auto-Rickshaw,2,1,Clear,State Highway,Under Construction,Dusk,Signs,80,34,Female,Expired,Yes,Intersection,Sunday,,,Unknown
Odisha,Unknown,2022,March,Wednesday,00:15,Minor,2,Bus,9,4,Rainy,Urban Road,Damaged,Daylight,Signals,37,37,Male,Unknown,No,Bridge,Wednesday,,,Unknown
Maharashtra,Nagpur,2021,July,Saturday,11:39,Minor,2,Cycle,0,4,Clear,Village Road,Under Construction,Dusk,Signs,101,36,Male,Valid,Yes,Straight Road,Saturday,,,Unknown
Karnataka,Bangalore,2023,March,Tuesday,14:07,Fatal,3,Car,4,0,Hazy,National Highway,Under Construction,Dusk,Signals,42,30,Male,Expired,Yes,Curve,Tuesday,,,Rural
Meghalaya,Unknown,2020,April,Wednesday,01:38,Minor,5,Cycle,5,2,Stormy,State Highway,Dry,Dusk,Unknown,49,28,Male,Expired,Yes,Intersection,Wednesday,,,Unknown
Madhya Pradesh,Unknown,2021,August,Tuesday,07:36,Minor,5,Cycle,4,4,Foggy,State Highway,Damaged,Dusk,Signs,105,67,Male,Unknown,Yes,Intersection,Tuesday,,,Unknown
Nagaland,Unknown,2021,April,Tuesday,21:37,Fatal,1,Bus,10,4,Clear,National Highway,Damaged,Daylight,Unknown,39,66,Male,Valid,Yes,Intersection,Tuesday,,,Rural
Andhra Pradesh,Visakhapatnam,2019,February,Saturday,03:59,Serious,5,Two-Wheeler,7,4,Stormy,Village Road,Dry,Dawn,Police Checkpost,77,49,Male,Unknown,No,Intersection,Saturday,,,Unknown
Karnataka,Mangalore,2022,November,Tuesday,00:30,Minor,1,Bus,3,1,Hazy,Village Road,Damaged,Dark,Signs,31,57,Female,Valid,Yes,Straight Road,Tuesday,,,Unknown
Manipur,Unknown,2022,April,Sunday,12:56,Minor,1,Truck,8,0,Hazy,Village Road,Dry,Dark,Signals,61,29,Male,Valid,Yes,Curve,Sunday,,,Unknown
Odisha,Unknown,2022,January,Thursday,07:51,Fatal,5,Two-Wheeler,10,2,Hazy,State Highway,Damaged,Dark,Signals,50,33,Male,Expired,No,Intersection,Thursday,,,Unknown
Delhi,Dwarka,2019,June,Friday,08:27,Minor,2,Car,5,0,Clear,National Highway,Damaged,Dark,Unknown,108,46,Male,Valid,No,Straight Road,Friday,,,Rural
Puducherry,Unknown,2020,December,Sunday,19:38,Serious,4,Car,4,0,Stormy,National Highway,Wet,Daylight,Signs,85,26,Female,Valid,No,Intersection,Sunday,,,Rural
Mizoram,Unknown,2019,March,Monday,08:13,Fatal,5,Truck,1,1,Rainy,Village Road,Under Construction,Dark,Signs,39,52,Female,Expired,No,Intersection,Monday,,,Unknown
Odisha,Unknown,2023,March,Tuesday,14:28,Minor,4,Truck,6,0,Hazy,Village Road,Dry,Daylight,Police Checkpost,34,53,Female,Valid,Yes,Bridge,Tuesday,,,Unknown
Arunachal Pradesh,Unknown,2021,February,Thursday,21:05,Serious,1,Two-Wheeler,3,0,Clear,Village Road,Wet,Dusk,Signals,75,52,Male,Unknown,Yes,Straight Road,Thursday,,,Unknown
Chhattisgarh,Unknown,2021,May,Saturday,17:07,Fatal,2,Two-Wheeler,6,0,Foggy,National Highway,Wet,Daylight,Signals,40,27,Female,Expired,Yes,Intersection,Saturday,,,Rural
Jammu And Kashmir,Unknown,2019,October,Thursday,14:47,Serious,3,Pedestrian,0,3,Clear,State Highway,Wet,Dark,Signs,96,32,Female,Valid,No,Straight Road,Thursday,,,Unknown
Tripura,Unknown,2021,March,Wednesday,21:42,Serious,1,Pedestrian,1,3,Clear,National Highway,Damaged,Daylight,Signs,107,64,Female,Unknown,No,Bridge,Wednesday,,,Rural
Delhi,New Delhi,2021,February,Thursday,18:19,Minor,2,Two-Wheeler,7,0,Clear,State Highway,Wet,Dusk,Police Checkpost,72,20,Female,Unknown,No,Intersection,Thursday,,,Unknown
West Bengal,Kolkata,2023,May,Tuesday,01:56,Fatal,3,Car,8,5,Foggy,Village Road,Damaged,Daylight,Signs,94,47,Male,Unknown,No,Bridge,Tuesday,,,Unknown
Kerala,Unknown,2019,April,Thursday,22:28,Minor,3,Truck,3,0,Rainy,National Highway,Damaged,Daylight,Signals,35,50,Female,Unknown,Yes,Curve,Thursday,,,Rural
Uttarakhand,Unknown,2020,December,Friday,08:50,Fatal,3,Pedestrian,10,2,Foggy,National Highway,Wet,Dawn,Unknown,61,34,Male,Valid,No,Intersection,Friday,,,Rural
Punjab,Unknown,2018,August,Tuesday,07:41,Serious,4,Pedestrian,1,2,Foggy,Village Road,Damaged,Dawn,Unknown,30,69,Male,Expired,Yes,Intersection,Tuesday,,,Unknown
Telangana,Unknown,2021,November,Tuesday,21:07,Fatal,5,Bus,9,5,Foggy,Urban Road,Wet,Dawn,Signals,45,66,Female,Unknown,Yes,Intersection,Tuesday,,,Unknown
Tamil Nadu,Coimbatore,2020,March,Thursday,11:18,Minor,2,Truck,3,2,Hazy,National Highway,Damaged,Dusk,Police Checkpost,115,54,Male,Valid,No,Curve,Thursday,,,Rural
Tripura,Unknown,2023,January,Saturday,19:52,Fatal,5,Cycle,10,5,Hazy,National Highway,Dry,Daylight,Police Checkpost,35,55,Female,Valid,No,Straight Road,Saturday,,,Rural
Punjab,Unknown,2019,May,Saturday,11:21,Fatal,4,Two-Wheeler,3,5,Hazy,Village Road,Damaged,Dawn,Signals,66,18,Female,Expired,No,Bridge,Saturday,,,Unknown
Manipur,Unknown,2018,December,Sunday,17:19,Minor,5,Bus,1,3,Hazy,Village Road,Wet,Dawn,Police Checkpost,34,42,Male,Valid,No,Intersection,Sunday,,,Unknown
Puducherry,Unknown,2019,May,Monday,19:01,Serious,3,Auto-Rickshaw,8,0,Foggy,Village Road,Damaged,Dark,Signals,99,43,Male,Expired,Yes,Curve,Monday,,,Unknown
West Bengal,Durgapur,2023,January,Tuesday,01:53,Serious,4,Truck,5,0,Hazy,National Highway,Dry,Dawn,Signals,73,19,Female,Valid,Yes,Bridge,Tuesday,,,Rural
Jharkhand,Unknown,2023,March,Saturday,07:47,Fatal,5,Pedestrian,6,3,Foggy,National Highway,Under Construction,Dawn,Signals,59,42,Male,Unknown,No,Curve,Saturday,,,Rural
Chandigarh,Unknown,2021,February,Wednesday,21:34,Fatal,4,Pedestrian,4,0,Clear,State Highway,Damaged,Dawn,Signs,46,70,Male,Valid,Yes,Intersection,Wednesday,,,Unknown
Chhattisgarh,Unknown,2018,December,Friday,23:26,Fatal,5,Bus,10,2,Clear,State Highway,Damaged,Dusk,Signals,85,39,Male,Unknown,Yes,Curve,Friday,,,Unknown
Manipur,Unknown,2020,October,Wednesday,04:01,Minor,3,Car,0,1,Stormy,Urban Road,Under Construction,Dawn,Signals,98,66,Female,Valid,Yes,Bridge,Wednesday,,,Unknown
Tripura,Unknown,2023,July,Saturday,07:12,Fatal,1,Truck,5,0,Rainy,State Highway,Dry,Dawn,Police Checkpost,34,42,Female,Expired,Yes,Straight Road,Saturday,,,Unknown
Meghalaya,Unknown,2021,June,Wednesday,17:22,Serious,1,Pedestrian,0,5,Rainy,National Highway,Dry,Dark,Signals,79,23,Female,Expired,Yes,Curve,Wednesday,,,Rural
Haryana,Unknown,2020,August,Sunday,15:30,Minor,1,Auto-Rickshaw,3,3,Clear,Village Road,Damaged,Dawn,Police Checkpost,70,27,Male,Valid,Yes,Intersection,Sunday,,,Unknown
Punjab,Unknown,2018,December,Saturday,21:33,Fatal,5,Bus,1,0,Stormy,Village Road,Under Construction,Dark,Unknown,112,34,Male,Expired,No,Curve,Saturday,,,Unknown
Meghalaya,Unknown,2020,December,Thursday,23:40,Fatal,5,Cycle,9,0,Stormy,Urban Road,Dry,Dawn,Signs,103,56,Female,Valid,No,Curve,Thursday,,,Unknown
Goa,Unknown,2021,June,Monday,01:18,Minor,1,Car,7,2,Hazy,State Highway,Wet,Dark,Signals,41,26,Male,Expired,Yes,Curve,Monday,,,Unknown
Goa,Unknown,2023,March,Wednesday,22:59,Minor,4,Two-Wheeler,2,3,Rainy,Village Road,Wet,Dawn,Police Checkpost,63,58,Female,Expired,Yes,Intersection,Wednesday,,,Unknown
Tamil Nadu,Coimbatore,2022,November,Friday,19:19,Serious,3,Auto-Rickshaw,1,0,Foggy,National Highway,Dry,Dawn,Police Checkpost,61,48,Male,Valid,No,Bridge,Friday,,,Rural
Puducherry,Unknown,2021,October,Wednesday,22:23,Minor,2,Truck,2,0,Clear,National Highway,Wet,Dusk,Police Checkpost,93,67,Female,Unknown,Yes,Curve,Wednesday,,,Rural
Telangana,Unknown,2019,January,Monday,14:47,Minor,3,Cycle,1,1,Foggy,Urban Road,Damaged,Dusk,Unknown,117,61,Female,Unknown,No,Curve,Monday,,,Unknown
Meghalaya,Unknown,2019,June,Monday,18:08,Minor,2,Truck,4,2,Hazy,Village Road,Dry,Dawn,Unknown,33,49,Female,Expired,No,Intersection,Monday,,,Unknown
Uttar Pradesh,Varanasi,2020,August,Friday,05:52,Serious,3,Auto-Rickshaw,10,3,Stormy,Village Road,Wet,Dawn,Signals,97,63,Male,Valid,No,Bridge,Friday,,,Unknown
Uttarakhand,Unknown,2019,June,Wednesday,21:12,Minor,5,Auto-Rickshaw,1,4,Stormy,National Highway,Under Construction,Dark,Police Checkpost,115,48,Female,Valid,Yes,Curve,Wednesday,,,Rural
Jammu And Kashmir,Unknown,2019,January,Tuesday,18:58,Serious,5,Pedestrian,2,4,Rainy,Urban Road,Wet,Dark,Signals,70,53,Male,Valid,No,Curve,Tuesday,,,Unknown
Goa,Unknown,2018,February,Tuesday,07:25,Minor,3,Truck,5,2,Clear,National Highway,Under Construction,Dusk,Police Checkpost,65,59,Female,Valid,No,Curve,Tuesday,,,Rural
Puducherry,Unknown,2022,April,Thursday,16:24,Minor,3,Car,10,3,Rainy,National Highway,Under Construction,Dusk,Signals,99,28,Female,Expired,No,Intersection,Thursday,,,Rural
Sikkim,Unknown,2022,May,Monday,15:38,Minor,5,Bus,5,0,Hazy,Village Road,Damaged,Dawn,Signs,102,48,Female,Expired,No,Curve,Monday,,,Unknown
Uttar Pradesh,Lucknow,2019,July,Monday,07:05,Serious,5,Car,7,5,Clear,Urban Road,Damaged,Dusk,Signs,44,34,Female,Unknown,Yes,Curve,Monday,,,Unknown
Uttarakhand,Unknown,2022,June,Sunday,15:11,Minor,1,Truck,1,0,Rainy,National Highway,Damaged,Dawn,Signs,42,67,Male,Valid,No,Intersection,Sunday,,,Rural
Uttarakhand,Unknown,2018,March,Sunday,19:29,Serious,2,Car,5,2,Foggy,State Highway,Damaged,Dawn,Police Checkpost,86,56,Female,Valid,Yes,Bridge,Sunday,,,Unknown
Sikkim,Unknown,2022,February,Thursday,01:15,Serious,4,Pedestrian,6,1,Rainy,Village Road,Wet,Dusk,Signals,34,23,Male,Unknown,No,Intersection,Thursday,,,Unknown
Uttar Pradesh,Kanpur,2022,November,Friday,12:08,Fatal,2,Truck,3,5,Clear,State Highway,Damaged,Daylight,Police Checkpost,73,54,Female,Expired,Yes,Curve,Friday,,,Unknown
Madhya Pradesh,Unknown,2022,August,Sunday,01:06,Fatal,3,Truck,8,5,Rainy,National Highway,Wet,Dusk,Signals,114,41,Male,Expired,No,Bridge,Sunday,,,Rural
Telangana,Unknown,2023,January,Monday,07:41,Minor,1,Car,1,1,Hazy,State Highway,Dry,Daylight,Signals,75,38,Female,Unknown,No,Intersection,Monday,,,Unknown
Meghalaya,Unknown,2021,September,Friday,09:01,Serious,2,Truck,10,3,Stormy,National Highway,Dry,Dark,Unknown,35,48,Male,Unknown,No,Bridge,Friday,,,Rural
Tripura,Unknown,2018,September,Wednesday,05:05,Minor,2,Two-Wheeler,9,0,Clear,State Highway,Under Construction,Dusk,Police Checkpost,56,53,Male,Unknown,Yes,Straight Road,Wednesday,,,Unknown
Puducherry,Unknown,2018,July,Monday,15:17,Minor,4,Cycle,3,3,Hazy,State Highway,Dry,Dawn,Unknown,70,58,Female,Unknown,Yes,Curve,Monday,,,Unknown
Maharashtra,Pune,2021,January,Friday,12:58,Minor,1,Pedestrian,4,4,Hazy,Village Road,Wet,Dark,Police Checkpost,91,51,Male,Unknown,Yes,Curve,Friday,,,Unknown
Tamil Nadu,Coimbatore,2023,January,Monday,09:47,Fatal,5,Car,7,5,Clear,Village Road,Under Construction,Dusk,Police Checkpost,44,21,Female,Expired,No,Intersection,Monday,,,Unknown
Chandigarh,Unknown,2021,March,Friday,09:14,Serious,3,Two-Wheeler,8,1,Foggy,Urban Road,Dry,Dusk,Signals,106,53,Male,Expired,No,Intersection,Friday,,,Unknown
Andhra Pradesh,Tirupati,2020,June,Monday,23:39,Fatal,2,Pedestrian,0,2,Foggy,Village Road,Under Construction,Dawn,Unknown,50,50,Male,Valid,No,Curve,Monday,,,Unknown
Chhattisgarh,Unknown,2020,August,Sunday,04:02,Serious,4,Bus,8,2,Foggy,State Highway,Dry,Dusk,Signs,74,47,Male,Valid,Yes,Intersection,Sunday,,,Unknown
Mizoram,Unknown,2019,January,Saturday,05:06,Serious,3,Cycle,10,3,Rainy,Village Road,Dry,Dusk,Unknown,109,19,Male,Valid,Yes,Bridge,Saturday,,,Unknown
Madhya Pradesh,Unknown,2018,June,Thursday,14:58,Minor,5,Auto-Rickshaw,9,2,Foggy,State Highway,Under Construction,Dawn,Signals,97,55,Female,Valid,No,Straight Road,Thursday,,,Unknown
Himachal Pradesh,Unknown,2019,February,Friday,18:24,Serious,2,Car,9,5,Hazy,National Highway,Under Construction,Dawn,Unknown,49,51,Female,Valid,Yes,Intersection,Friday,,,Rural
Bihar,Unknown,2018,July,Wednesday,12:55,Serious,5,Car,5,1,Foggy,State Highway,Wet,Dark,Signs,55,67,Male,Valid,Yes,Straight Road,Wednesday,,,Unknown
Tripura,Unknown,2023,June,Saturday,02:50,Serious,1,Pedestrian,7,4,Rainy,Village Road,Under Construction,Dark,Signals,89,55,Male,Expired,No,Straight Road,Saturday,,,Unknown
Gujarat,Surat,2018,July,Tuesday,05:17,Minor,2,Cycle,7,5,Stormy,State Highway,Damaged,Dark,Signs,78,48,Female,Unknown,Yes,Straight Road,Tuesday,,,Unknown
West Bengal,Durgapur,2020,November,Thursday,06:19,Minor,1,Pedestrian,2,0,Stormy,Urban Road,Wet,Dark,Unknown,32,23,Female,Unknown,No,Bridge,Thursday,,,Unknown
Andhra Pradesh,Tirupati,2020,April,Saturday,11:30,Fatal,5,Bus,5,4,Rainy,Village Road,Wet,Dusk,Police Checkpost,101,26,Female,Valid,Yes,Bridge,Saturday,,,Unknown
Arunachal Pradesh,Unknown,2020,July,Wednesday,22:14,Minor,5,Two-Wheeler,2,5,Hazy,National Highway,Dry,Dawn,Police Checkpost,35,29,Male,Valid,No,Curve,Wednesday,,,Rural
Madhya Pradesh,Unknown,2020,April,Sunday,02:22,Serious,5,Cycle,10,4,Hazy,State Highway,Under Construction,Daylight,Police Checkpost,58,54,Female,Valid,No,Bridge,Sunday,,,Unknown
Andhra Pradesh,Visakhapatnam,2023,September,Tuesday,20:07,Fatal,3,Car,2,1,Stormy,National Highway,Wet,Dusk,Signs,91,38,Female,Expired,No,Bridge,Tuesday,,,Rural
Tamil Nadu,Coimbatore,2020,November,Monday,06:58,Fatal,4,Cycle,9,1,Foggy,Village Road,Damaged,Dusk,Signs,114,49,Male,Unknown,Yes,Curve,Monday,,,Unknown
Nagaland,Unknown,2023,December,Saturday,14:42,Minor,3,Pedestrian,5,1,Foggy,National Highway,Under Construction,Dawn,Unknown,74,19,Female,Valid,Yes,Intersection,Saturday,,,Rural
Bihar,Unknown,2018,July,Friday,08:01,Minor,4,Car,2,4,Hazy,Urban Road,Wet,Daylight,Signals,34,49,Male,Unknown,No,Intersection,Friday,,,Unknown
Jharkhand,Unknown,2022,July,Wednesday,02:03,Serious,4,Auto-Rickshaw,10,3,Rainy,Village Road,Damaged,Dawn,Police Checkpost,87,54,Female,Expired,No,Curve,Wednesday,,,Unknown
Tripura,Unknown,2019,October,Friday,17:38,Serious,4,Truck,8,2,Foggy,State Highway,Damaged,Daylight,Signals,51,49,Female,Unknown,No,Bridge,Friday,,,Unknown
Rajasthan,Jaipur,2018,January,Saturday,09:34,Minor,1,Auto-Rickshaw,0,5,Clear,National Highway,Under Construction,Dawn,Signs,94,26,Male,Unknown,No,Bridge,Saturday,,,Rural
Tripura,Unknown,2020,April,Monday,00:36,Serious,1,Pedestrian,2,1,Rainy,National Highway,Wet,Dark,Signals,85,19,Female,Unknown,No,Straight Road,Monday,,,Rural
Mizoram,Unknown,2023,December,Saturday,01:53,Serious,3,Two-Wheeler,1,4,Rainy,National Highway,Under Construction,Dawn,Unknown,53,50,Female,Valid,Yes,Intersection,Saturday,,,Rural
Jammu And Kashmir,Unknown,2018,March,Monday,07:46,Minor,3,Pedestrian,7,3,Foggy,Village Road,Dry,Daylight,Signals,57,70,Female,Expired,No,Intersection,Monday,,,Unknown
Haryana,Unknown,2021,September,Tuesday,19:09,Fatal,4,Truck,8,4,Hazy,Village Road,Under Construction,Dusk,Signals,104,55,Female,Expired,No,Straight Road,Tuesday,,,Unknown
Jammu And Kashmir,Unknown,2022,July,Wednesday,04:35,Serious,3,Bus,1,1,Hazy,State Highway,Damaged,Dusk,Signals,93,50,Male,Expired,Yes,Curve,Wednesday,,,Unknown
Uttar Pradesh,Lucknow,2021,December,Thursday,06:25,Fatal,3,Pedestrian,7,2,Foggy,State Highway,Wet,Dark,Police Checkpost,51,49,Male,Expired,Yes,Straight Road,Thursday,,,Unknown
Arunachal Pradesh,Unknown,2022,November,Wednesday,14:43,Serious,2,Truck,8,1,Rainy,Urban Road,Under Construction,Dawn,Unknown,76,23,Female,Unknown,No,Bridge,Wednesday,,,Unknown
Uttarakhand,Unknown,2018,December,Monday,16:47,Minor,2,Auto-Rickshaw,9,2,Rainy,National Highway,Dry,Dawn,Police Checkpost,90,19,Female,Expired,No,Curve,Monday,,,Rural
Chhattisgarh,Unknown,2022,July,Thursday,00:49,Fatal,1,Bus,8,5,Clear,Urban Road,Under Construction,Daylight,Unknown,33,52,Female,Unknown,No,Curve,Thursday,,,Unknown
Bihar,Unknown,2019,October,Thursday,18:48,Serious,2,Auto-Rickshaw,7,5,Hazy,State Highway,Damaged,Dawn,Signs,42,39,Female,Unknown,Yes,Curve,Thursday,,,Unknown
Manipur,Unknown,2020,November,Wednesday,02:53,Fatal,1,Two-Wheeler,10,3,Stormy,National Highway,Wet,Daylight,Signals,33,23,Female,Unknown,No,Straight Road,Wednesday,,,Rural
Chandigarh,Unknown,2021,January,Thursday,06:37,Fatal,3,Truck,3,4,Rainy,Urban Road,Under Construction,Dark,Police Checkpost,117,41,Male,Expired,Yes,Curve,Thursday,,,Unknown
Andhra Pradesh,Tirupati,2019,October,Thursday,06:21,Fatal,1,Pedestrian,0,0,Hazy,National Highway,Dry,Dark,Unknown,53,68,Female,Expired,No,Curve,Thursday,,,Rural
Haryana,Unknown,2021,March,Tuesday,14:20,Minor,3,Truck,7,0,Stormy,State Highway,Dry,Dusk,Signs,84,40,Male,Valid,No,Curve,Tuesday,,,Unknown
Manipur,Unknown,2022,January,Tuesday,10:05,Fatal,5,Auto-Rickshaw,8,0,Hazy,State Highway,Dry,Dusk,Signs,78,58,Female,Valid,Yes,Intersection,Tuesday,,,Unknown
Manipur,Unknown,2020,August,Sunday,02:36,Serious,3,Cycle,1,5,Foggy,Village Road,Dry,Dusk,Police Checkpost,64,59,Female,Valid,No,Curve,Sunday,,,Unknown
Tamil Nadu,Chennai,2019,May,Friday,06:32,Serious,5,Bus,9,4,Stormy,Urban Road,Damaged,Daylight,Signals,55,39,Male,Expired,No,Straight Road,Friday,,,Unknown
Tamil Nadu,Chennai,2018,March,Sunday,10:54,Serious,3,Car,5,3,Clear,Village Road,Dry,Dark,Unknown,120,39,Male,Valid,No,Bridge,Sunday,,,Unknown
Odisha,Unknown,2021,January,Tuesday,05:21,Serious,5,Bus,2,5,Hazy,National Highway,Wet,Daylight,Signals,101,58,Male,Unknown,Yes,Curve,Tuesday,,,Rural
Chhattisgarh,Unknown,2020,December,Tuesday,06:33,Serious,2,Truck,9,1,Rainy,Village Road,Wet,Daylight,Police Checkpost,80,70,Male,Unknown,Yes,Curve,Tuesday,,,Unknown
Kerala,Unknown,2022,August,Thursday,23:34,Fatal,5,Bus,2,3,Rainy,State Highway,Wet,Dawn,Unknown,53,54,Male,Valid,Yes,Straight Road,Thursday,,,Unknown
Madhya Pradesh,Unknown,2021,June,Wednesday,22:30,Fatal,4,Auto-Rickshaw,4,2,Clear,National Highway,Under Construction,Dark,Unknown,33,57,Male,Valid,Yes,Straight Road,Wednesday,,,Rural
Chhattisgarh,Unknown,2018,January,Sunday,08:45,Fatal,3,Bus,6,2,Stormy,Urban Road,Damaged,Dawn,Unknown,108,37,Female,Unknown,Yes,Intersection,Sunday,,,Unknown
Chhattisgarh,Unknown,2023,July,Thursday,11:29,Fatal,4,Auto-Rickshaw,0,5,Clear,National Highway,Wet,Dark,Signs,55,18,Female,Unknown,Yes,Curve,Thursday,,,Rural
Chhattisgarh,Unknown,2021,July,Friday,00:17,Minor,5,Pedestrian,10,0,Foggy,State Highway,Damaged,Dark,Signs,76,70,Female,Expired,No,Straight Road,Friday,,,Unknown
Tripura,Unknown,2021,September,Thursday,14:12,Fatal,1,Cycle,3,3,Stormy,National Highway,Wet,Dusk,Unknown,70,67,Male,Unknown,Yes,Curve,Thursday,,,Rural
Delhi,New Delhi,2022,June,Sunday,05:00,Serious,3,Auto-Rickshaw,10,3,Clear,National Highway,Wet,Dark,Signals,46,32,Female,Unknown,No,Intersection,Sunday,,,Rural
Himachal Pradesh,Unknown,2023,October,Sunday,05:31,Fatal,4,Cycle,5,3,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,42,43,Female,Expired,Yes,Intersection,Sunday,,,Unknown
Uttarakhand,Unknown,2022,October,Sunday,14:59,Fatal,3,Cycle,3,1,Clear,State Highway,Damaged,Dawn,Unknown,52,33,Male,Unknown,No,Curve,Sunday,,,Unknown
Delhi,New Delhi,2021,February,Friday,09:33,Serious,4,Cycle,4,4,Stormy,State Highway,Wet,Dusk,Police Checkpost,36,69,Male,Valid,Yes,Curve,Friday,,,Unknown
Punjab,Unknown,2023,June,Monday,10:40,Serious,4,Truck,5,4,Rainy,National Highway,Dry,Dawn,Police Checkpost,60,67,Male,Valid,No,Curve,Monday,,,Rural
Mizoram,Unknown,2020,July,Thursday,12:43,Minor,3,Auto-Rickshaw,0,2,Foggy,Urban Road,Damaged,Daylight,Signals,41,62,Male,Valid,Yes,Straight Road,Thursday,,,Unknown
Andhra Pradesh,Vijayawada,2018,December,Thursday,18:18,Serious,5,Cycle,3,2,Stormy,Village Road,Damaged,Dawn,Police Checkpost,58,33,Male,Expired,No,Curve,Thursday,,,Unknown
Chhattisgarh,Unknown,2020,January,Wednesday,07:24,Minor,5,Two-Wheeler,0,3,Clear,Village Road,Under Construction,Dark,Unknown,98,25,Female,Valid,No,Intersection,Wednesday,,,Unknown
Nagaland,Unknown,2022,July,Thursday,08:45,Serious,1,Car,1,3,Foggy,Urban Road,Wet,Daylight,Signs,93,61,Female,Expired,No,Intersection,Thursday,,,Unknown
Sikkim,Unknown,2021,March,Wednesday,00:05,Minor,4,Pedestrian,7,5,Clear,State Highway,Damaged,Dawn,Police Checkpost,87,18,Male,Expired,No,Intersection,Wednesday,,,Unknown
Uttarakhand,Unknown,2023,April,Thursday,04:30,Minor,4,Auto-Rickshaw,2,5,Rainy,State Highway,Wet,Dark,Unknown,117,52,Male,Valid,Yes,Curve,Thursday,,,Unknown
Bihar,Unknown,2021,August,Sunday,09:25,Minor,4,Cycle,7,1,Clear,National Highway,Wet,Dark,Signals,113,50,Male,Expired,No,Intersection,Sunday,,,Rural
Goa,Unknown,2018,February,Thursday,23:59,Minor,5,Truck,7,0,Rainy,State Highway,Damaged,Daylight,Police Checkpost,116,37,Female,Valid,No,Intersection,Thursday,,,Unknown
Assam,Unknown,2023,October,Sunday,14:03,Serious,1,Bus,1,2,Clear,State Highway,Dry,Daylight,Unknown,41,25,Male,Valid,No,Intersection,Sunday,,,Unknown
Madhya Pradesh,Unknown,2019,September,Monday,20:41,Fatal,2,Pedestrian,2,5,Hazy,Village Road,Wet,Daylight,Signs,42,24,Male,Unknown,No,Straight Road,Monday,,,Unknown
Jharkhand,Unknown,2019,October,Wednesday,22:16,Minor,1,Cycle,6,5,Rainy,State Highway,Under Construction,Daylight,Signs,74,38,Female,Expired,No,Curve,Wednesday,,,Unknown
Mizoram,Unknown,2022,August,Monday,19:57,Fatal,3,Auto-Rickshaw,6,2,Clear,National Highway,Under Construction,Dusk,Signs,37,50,Male,Expired,Yes,Bridge,Monday,,,Rural
